ID-EVENTO,TITULO,GRATUITO,DIAS-SEMANA,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,NOMBRE-INSTALACION,URL-INSTALACION,ACCESIBILIDAD-INSTALACION,DIRECCION,NUM-INSTALACION,DISTRITO-INSTALACION,LATITUD,LONGITUD,TIPO,AUDIENCIA
12105460,Acceso restringido,GRATUITO,U,2023-10-14 00:00:00.0,2023-10-14 23:59:00.0,19:00,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e47b72f2ebba810VgnVCM2000001f4a900aRCRD,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE ALIAGA,5,SAN BLAS-CANILLEJAS,40.4366557020283,-3.6113517282299217,TeatroPerformance,Niños
12108298,Actividad familiar 'Se buscan agentes de la T.I.A.',GRATUITO,U,2023-10-06 00:00:00.0,2023-10-06 23:59:00.0,18:30,"Mortadelo y Filemón están preocupados pues, tras la desaparición de su mentor, no encuentran agentes lo suficientemente adecuados para su agencia. Es por ello que solicita a la biblioteca posibles aspirantes a la Agencia T.I.A. pues consideran que es el mejor lugar para encontrar agentes con alto nivel de preparación. La biblioteca, mediante una serie de pruebas de conocimientos y habilidad que realizará por equipos, ayudará a encontrar a los candidatos y candidatas más adecuadas para la agencia. Los que consigan superar las pruebas, tendrán su carné de pertenencia a la T.I.A  Esta actividad está pensada para niñas y niños de 8 a 11 años con su acompañante.  Es necesaria inscripción previa a través de este enlace . ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fb73ae750da810VgnVCM1000001d4a900aRCRD,Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",CALLE MANTUANO,51,CHAMARTIN,40.44810636195716,-3.6762309620097398,ComemoracionesHomenajes,"Niños,Familias"
12108344,Acto conmemorativo de homenaje a Francisco Ibáñez,GRATUITO,U,2023-10-06 00:00:00.0,2023-10-06 23:59:00.0,18:00,"Acto de homenaje al gran Francisco Ibáñez, en el que se regalarán ejemplares de sus cómics a todos los asistentes.  Para asistir a este acto, es necesaria inscripción previa a través de este enlace . ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=df8e73ae750da810VgnVCM1000001d4a900aRCRD,Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",CALLE MANTUANO,51,CHAMARTIN,40.44810636195716,-3.6762309620097398,ComemoracionesHomenajes,"Niños,Familias"
12086145,Acto de cierre del Festival Literario 'Octubre Negro en Madrid',GRATUITO,U,2023-10-07 00:00:00.0,2023-10-07 23:59:00.0,13:00,Celebración de la media década de Octubre Negro en Madrid y Cata de vinos a cargo de la marca 'Taninos asesinos' de la mano de Jesús Chicharro. ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=707d6a10fef5a810VgnVCM2000001f4a900aRCRD,Biblioteca Pública Municipal Iván de Vargas (Centro),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",CALLE SAN JUSTO,5,CENTRO,40.41410290844665,-3.7098591212735883,Cultural,Todos
12117314,Africa y España en la inspiración teatral,GRATUITO,U,2023-10-27 00:00:00.0,2023-10-27 23:59:00.0,19:00,"SINOPSIS  En junio de 2023 se estrenó en la Comunidad de Madrid la obra de teatro 'El agua amarga de la maldición' escrita y dirigida por Marco Magoa, una obra que habla, a través de dos personajes; uno africano y el otro europeo, sobre la violencia contra el colectivo LGTBIQ+ por parte de la familia, el exilio físico y emocional y el conflicto personal entre la búsqueda de la paz y el deseo de venganza. En esta conferencia Marco Magoa, dramaturgo, director y actor nos explicará, junto al actor camerunés Alex Usen, cómo ha sido el proceso creativo de la función, de dónde surge la idea y nos hablará sobre sus últimos proyectos teatrales estrenados en Sudán, Irak, Egipto, Marruecos, Mauritania y España. Durante la conferencia se proyectarán imágenes y vídeos del desarrollo de los proyectos en estos países, y los dos actores interpretarán algunas partes de la obra 'El agua amarga de la maldición'. Al final de la conferencia habrá un diálogo con el público, abierto a preguntas de los asistentes.  BIOGRAFÍAS   Marco Magoa es un dramaturgo, actor y director teatral. En 2007 funda su compañía teatro4m. Desde entonces ha dirigido más de treinta espectáculos en castellano, árabe, inglés e italiano en España, Dinamarca, Reino Unido, EEUU, Namibia, Marruecos, Mauritania, Túnez, Egipto, Jordania, Sudán e Irak.  Alex Usen es un joven artista camerunés. Lleva varios años en España desarrollando su trabajo como actor. Ha trabajado en la última película de Benito Zambrano que se estrenará próximamente.   Idioma de la conferencia: Castellano.  Duración: Una hora y cuarto (incluido en encuentro con el público). ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b37cd56d9fdea810VgnVCM2000001f4a900aRCRD,Centro Cultural Clara del Rey - Museo ABC (Centro),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8afb908d1825810VgnVCM1000001d4a900aRCRD,ACCESSIBLE,CALLE AMANIEL,29,CENTRO,40.42741340671151,-3.7095381101739444,ConferenciasColoquios,Todos
12115686,Aimistica,NO GRATUITO,U,2023-10-10 00:00:00.0,2023-10-10 23:59:00.0,19:30,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efbffad5dafda810VgnVCM1000001d4a900aRCRD,Cineteca Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD,ACCESSIBLE,PLAZA LEGAZPI,8,ARGANZUELA,40.39130985242181,-3.6958028442054074,ProgramacionDestacadaAgendaCultura,Todos
12106357,Aires de Oriente,GRATUITO,U,2023-10-14 00:00:00.0,2023-10-14 23:59:00.0,19:00,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e6bd280f6bca810VgnVCM1000001d4a900aRCRD,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD,PARTIALLY ACCESSIBLE,CALLE FEBRERO,4,SAN BLAS-CANILLEJAS,40.446826729909155,-3.5727382893523254,DanzaBaile,Todos
12112925,Akai- Vida en cuatro haikus,NO GRATUITO,U,2023-12-05 00:00:00.0,2023-12-05 23:59:00.0,19:00,"Circo  Miscelánea Circo   Es un montaje se combina la manipulación de objetos, la danza, la acrobacia en aro aéreo y la poesía en forma de haiku. Se expresa la rebelión contra lo impuesto, las etapas de la vida y la vuelta a lo más primitivo, teniendo como hilo conductor las estaciones. Duración 1 hora ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79ab4d3febada810VgnVCM1000001d4a900aRCRD,Centro Cultural el Torito (Moratalaz),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,AVENIDA MORATALAZ,130,MORATALAZ,40.40609591857167,-3.646536107063507,DanzaBaile,Todos
12062498,Al compás de Dobemol,NO GRATUITO,U,2023-09-21 00:00:00.0,2023-12-19 23:59:00.0,,Matrícula: 140 euros /trimestre (más gastos de gestión). Solo se devolverá el importe de la matrícula en caso de que la organización cancele la actividad.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fd9b3a602879810VgnVCM1000001d4a900aRCRD,Matadero Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,ACCESSIBLE,PLAZA LEGAZPI,8,ARGANZUELA,40.39130985242181,-3.6958028442054074,Cultural,Todos
12114950,Al fuego de la literatura: autoras de novela gráfica,GRATUITO,U,2023-10-16 00:00:00.0,2023-10-16 23:59:00.0,10:30,Sin información,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d86d1b058bda810VgnVCM1000001d4a900aRCRD,Espacio de Igualdad Carme Chacón. Hortaleza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD,ACCESSIBLE,CALLE MATAPOZUELOS,2,HORTALEZA,40.46155641637237,-3.6501714580414126,CursosTalleres,Mujeres
12062653,Alas para soñar y aletas para jugar,NO GRATUITO,U,2023-10-08 00:00:00.0,2023-12-03 23:59:00.0,,Matrícula: 25 euros por las 3 sesiones (más gastos de gestión). Solo se devolverá el importe de la matrícula en caso de cancelación de la actividad.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5dfb3a602879810VgnVCM1000001d4a900aRCRD,Matadero Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,ACCESSIBLE,PLAZA LEGAZPI,8,ARGANZUELA,40.39130985242181,-3.6958028442054074,Cultural,Todos
12110032,Alcarrás,GRATUITO,U,2023-10-19 00:00:00.0,2023-10-19 23:59:00.0,19:00,"De Carla Simón. Con Jordi Pujol Dolcet, Anna Otín, Xenia Roset. España 2022. Duración: 120 minutos. No recomendada para menores de 7 años. El abuelo ha dejado de hablar, pero nadie de la extensa familia Solé sabe por qué. Como cada verano, en Alcarràs, una pequeña localidad rural de Cataluña, la familia cultiva una gran extensión de melocotoneros. Después de ochenta años cultivando la misma tierra, la familia Solé se reúne para realizar juntos su última cosecha. ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a709a738045da810VgnVCM1000001d4a900aRCRD,Centro Sociocultural Alberto Sánchez (Puente de Vallecas),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE RISCO DE PELOCHE,14,PUENTE DE VALLECAS,40.393619022093546,-3.6556016835101834,CineActividadesAudiovisuales,Todos
12042086,Alegría Station,NO GRATUITO,"M,X,J,V,S,D",2023-11-16 00:00:00.0,2023-12-10 23:59:00.0,19:30,Martes a domingo / 19:30 horas ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=255632617b2e8810VgnVCM1000001d4a900aRCRD,Naves Español en Matadero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",PASEO CHOPERA,14,ARGANZUELA,40.39245798191536,-3.6972067902718897,TeatroPerformance,Todos
