PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5989871;"Auditorio Carmen Laforet (Ciudad Lineal)";"Ubicado en el Centro de Mayores Carmen Laforet";"De lunes a sábado, de 9 a 21 horas.";"Aforo: 190 personas Zona wifi";"Metro: Pinar de Chamartín (líneas 1, 4 y línea 1 metro ligero)  Bus: 29, 125, 129, 150";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fca22248514ae210VgnVCM1000000b205a0aRCRD";"JAZMIN";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28033";"9";"COSTILLARES";"15";"CIUDAD LINEAL";"443573";"4481211";"40.47967249471556";"-3.6657243894913565";"913 831 456";"";"cscsiena@madrid.es";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
2389;"Auditorio al aire libre. Parque del Calero";"";"";"";"Metro: Quintana (línea 5), Barrio de la Concepción (línea 7).  Bus: 21, 146, 48.  Bicimad: Estación 229 (calle José del Hierro, 5).";"Mantenimiento: Dependiente de la Junta Municipal de Distrito de Ciudad Lineal.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD";"JOSE DEL HIERRO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28027";"4";"CONCEPCION";"15";"CIUDAD LINEAL";"444836";"4476387";"40.43629956289038";"-3.6504096146979457";"917654317 - Únicamente información sobre la propia instalación, la información sobre las actividades se consulta a través de las publicaciones especificas de cada una de ellas.";"";"cultuclineal@madrid.es";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
139451;"Auditorio y sala de exposiciones Paco de Lucía (Latina)";"";"Cerrado durante todo el mes de agosto.";"Sala de exposiciones. Salón de actos y auditorio con aforo máximo de 275 personas. Este aforo puede verse afectado por las restricciones que en materia de protección frente al COVID19 permanezcan vigentes. Importante:  una vez comenzados los espectáculos, no se podrá acceder a la sala.";"Metro de Madrid. Línea 5. Estación: Aluche. Autobuses de la EMT. Líneas: 138, 139, 155, 17. Cercanías RENFE. Línea C 5. Estación: Aluche.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD";"LAS AGUILAS";"AVENIDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"435135";"4470763";"40.38493929920335";"-3.7641963952601154";"915 120 890";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
84763;"Centro Comunitario Casino de la Reina";"";"De apertura   De lunes a viernes, de 8:30 a 21:30 horas Sábados, de 10 a 15 horas y de 16 a 21:30 horas Domingos cerrado.   De atención de los Trabajadores Sociales Comunitarios (no es necesaria cita previa)   Lunes a jueves, de 9 a 19 horas Viernes, de 9 a 14 horas Julio y agosto, de 9 a 15 horas.";"Orientación sobre recursos sociales a vecinos. Lugar de encuentro y espacio de trabajo compartido de los agentes sociales que trabajan en la cobertura de las necesidades sociales del distrito Centro. Información y asesoramiento a asociaciones y colectivos para la puesta en marcha de actividades sociales. Talleres grupales gratuitos realizados por el Departamento de Servicios Sociales de distrito Centro, otras Administración Pública y/o asociaciones, dirigidos a menores, jóvenes, familias y adultos. Apoyo en el desarrollo de proyectos sociales, ofreciendo acompañamiento técnico y facilitando el uso de espacios. Actividades y talleres grupales.   Beneficiarios: Vecinos y asociaciones del Distrito Centro.";"Metro: Embajadores (líneas 3 y 5)  Bus: M1, 148, 41, 60, C03, C1  Renfe: Embajadores (C5)       Aparcamiento: Casino de la Reina (19), C/ Casino";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=326f38d60b41c010VgnVCM2000000c205a0aRCRD";"CASINO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28005";"2";"EMBAJADORES";"1";"CENTRO";"440206";"4473149";"40.40681802964019";"-3.704690072394306";"91 539 63 10";"";"cccreina@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
1914;"Centro Cultural - Centro Socio Cultural Villa de Barajas";"";"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.   En el mes de agosto los dos centros permanecen cerrados.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"3 salas de exposiciones Salón de actos / auditorio (aforo: 103 personas) 11 aulas Zona wifi 2 gimnasios";"Metro: Barajas (línea 8)  Bus: 101, 105, 115";"";"1,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=476c1e79ee71c010VgnVCM1000000b205a0aRCRD";"BOTICA";"CALLE";"V";"7";"";"";"";"y 10";"MADRID";"MADRID";"28042";"3";"CASCO H.BARAJAS";"21";"BARAJAS";"450962";"4480446";"40.47324881250678";"-3.5784908616003723";"913 291 803";"";"ccvillabarajas@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
117288;"Centro Cultural Agustín Díaz (Moncloa - Aravaca)";"";"De lunes a viernes, de 9 a 14 horas. Miércoles y jueves de 15 a 17 horas.  Verano. De lunes a viernes de 9 a 14 horas. Semana de San Isidro. De lunes a viernes de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"5 aulas Auditorio Joaquín Rosado (aforo: 280 plazas) Sala de lectura Zona wifi.";"Bus: 41, 75.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d07cbf06c81c010VgnVCM1000000b205a0aRCRD";"COMANDANTE FORTEA";"PASEO";"V";"42";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"437873";"4475469";"40.427538776051804";"-3.732422725110936";"915 487 772";"";"ccadiaz@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
118067;"Centro Cultural Alfredo Kraus (Fuencarral - El Pardo)";"";"Centro: de lunes a viernes de 9 a 14 y de 16 a 21.30 h   Secretaría: de lunes a jueves de 9:30  a 14 y de 16:30 a 18. Viernes de 9:30 a 13:30 h.";"Sala de exposiciones Sala de lectura y estudio 2 salones de actos / auditorio 14 aulas Cafetería Zona wifi";"Bus: 49 , 64";"Teléfono de secretaría  91 376 70 85.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7337cbf06c81c010VgnVCM1000000b205a0aRCRD";"PRADERA DE VAQUERIZAS";"GLORIETA";"V";"9";"";"";"";"";"MADRID";"MADRID";"28035";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"438848";"4482487";"40.49082275610172";"-3.7216054330053647";"913 767 085";"";"ccakraus@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1942;"Centro Cultural Antonio Machado (San Blas - Canillejas)";"";"De lunes a viernes, de 10 a 13:30 y de 17 a 18:30 horas.   Julio, de lunes a viernes de 10 a 13:30 horas.   Agosto, secretaría cerrada.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"4 salas de exposiciones 1 auditorio (aforo 401 butacas) 1 salón de actos (aforo 182 butacas) Salas de ensayo 20 aulas Jardín exterior Zona wifi";"Metro: Alsacia (línea 2)  Bus: 4, 70, 165, 167, 38, 48";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD";"SAN ROMAN DEL VALLE";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28037";"4";"ARCOS";"20";"SAN BLAS-CANILLEJAS";"447255";"4474591";"40.420280457570335";"-3.621730741880216";"";"";"ccamachado@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
52511;"Centro Cultural Auditorio Parque El Paraíso (San Blas - Canillejas)";"";"";"";"Metro: Simancas (línea 7).  Bus: 109, 38.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a395946be351c010VgnVCM2000000c205a0aRCRD";"ARCENTALES";"AVENIDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28037";"2";"HELLIN";"20";"SAN BLAS-CANILLEJAS";"447225";"4475668";"40.42996840999023";"-3.622184001035289";"915 888 065";"";"cultusanblas@madrid.es";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
64851;"Centro Cultural Buenavista (Salamanca)";"";"De lunes a jueves, 9 a 14 horas y de 16 a 18 horas. Viernes, de 9 a 14 horas. Verano: de lunes a viernes, de 9 a 14 horas. Agosto: secretaría cerrada. Septiembre, de lunes a jueves, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"Sala de exposiciones Salón de actos / auditorio (aforo 114 personas) 12 aulas Sala de conferencias (planta sótano) (aforo 160 personas)";"Metro: Diego de León (líneas 4 , 5 , 6)  Bus: 48, 12, 210, 56, C2, 74  Bicimad: Estación 192 (avenida de los Toreros, 3)";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD";"TOREROS";"AVENIDA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443092";"4475923";"40.43200210571468";"-3.6709293330780204";"917 240 800";"";"ccbuenavista@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
