ID-EVENTO,TITULO,GRATUITO,DIAS-SEMANA,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,NOMBRE-INSTALACION,same_as_wiki_data_museum,URL-INSTALACION,ACCESIBILIDAD-INSTALACION,DIRECCION,same_as_wiki_data_direccion,NUM-INSTALACION,DISTRITO-INSTALACION,same_as_wiki_data_distrito,LATITUD,LONGITUD,TIPO,AUDIENCIA
12124733,"10 emociones, 10 rosas",NO GRATUITO,"M,X,J,V,S,D",2023-10-10T00:00:00.0,2023-10-19T23:59:00.0,,Entrada libre hasta completar aforo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc84a325d4ffa810VgnVCM1000001d4a900aRCRD,Espacio Cultural Serreria Belga,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3c0f13cd18a0810VgnVCM1000001d4a900aRCRD,ACCESSIBLE,Calle Victor Lamas,https://www.wikidata.org/entity/Q5740784,15,Centro,https://www.wikidata.org/entity/Q1763376,40.4105673503608,-3.6937819843413373,ProgramacionDestacadaAgendaCultura,Todos
12096206,20.000 especies de abejas,NO GRATUITO,U,2023-10-20T00:00:00.0,2023-10-20T23:59:00.0,19:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=94dd6b6c66d8a810VgnVCM2000001f4a900aRCRD,Centro Cultural Francisco Fatou (Villa de Vallecas),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE MANUEL VELEZ,,10,Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,40.379584618162156,-3.623110349262379,CineActividadesAudiovisuales,Todos
12110035,20.000 especies de abejas,GRATUITO,U,2023-10-26T00:00:00.0,2023-10-26T23:59:00.0,19:00,"De Estibaliz Urresola Solaguren. Con Sofia Otero, Patricia Lopez Arnaiz, Ane Gabarain. Espana 2023. Duracion: 129 minutos. No recomendada para menores de 7 anos y especialmente recomendada para el fomento de la igualdad de genero. Coco, de ocho anos, no encaja en las expectativas del resto y no entiende por que. Todos a su alrededor insisten en llamarle Aitor pero no se reconoce en ese nombre ni en la mirada de los demas. Su madre Ane, (Patricia Lopez Arnaiz), sumida en una crisis profesional y sentimental, aprovechara las vacaciones para viajar con sus tres hijos a la casa materna, donde reside su madre Lita (Itziar Lazkano) y su tia Lourdes (Ane Gabarain), estrechamente ligada a la cria de abejas y la produccion de miel. Este verano que cambiara sus vidas obligara a estas mujeres de tres generaciones muy distintas a enfrentarse a sus dudas y temores. ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4759a738045da810VgnVCM1000001d4a900aRCRD,Centro Sociocultural Alberto Sanchez (Puente de Vallecas),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE RISCO DE PELOCHE,,14,Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,40.393619022093546,-3.6556016835101834,CineActividadesAudiovisuales,Todos
12116406,23 paseos,GRATUITO,U,2023-10-08T00:00:00.0,2023-10-08T23:59:00.0,19:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e631eceda70ea810VgnVCM1000001d4a900aRCRD,Centro Cultural Juan Genoves (Moncloa - Aravaca),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13153d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,TRAVESIA CAnO,,5,Moncloa-Aravaca,https://www.wikidata.org/entity/Q2017682,40.45866721398762,-3.786129575145957,CineActividadesAudiovisuales,Todos
12096505,24 horas,NO GRATUITO,U,2023-11-03T00:00:00.0,2023-11-03T23:59:00.0,19:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a4ba55f80e8a810VgnVCM2000001f4a900aRCRD,Centro Cultural Francisco Fatou (Villa de Vallecas),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE MANUEL VELEZ,,10,Villa de Vallecas,https://www.wikidata.org/entity/Q1947988,40.379584618162156,-3.623110349262379,CineActividadesAudiovisuales,Todos
12117024,4 patas tiene un cuento,GRATUITO,U,2023-10-14T00:00:00.0,2023-10-14T23:59:00.0,18:00,"Paula Sanchez Arevalo  Cuatro cuentos sobre las emociones, a traves del teatro, la danza y la musica, para reir, pensar y celebrar.     Duracion: 50 minutos   Publico infantil y familiar ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c825b3a00f0ea810VgnVCM2000001f4a900aRCRD,Centro Cultural San Juan Bautista (Ciudad Lineal),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE SAN NEMESIO,,4,Ciudad Lineal,https://www.wikidata.org/entity/Q1763694,40.45224737965276,-3.6580402287911937,TeatroPerformance/ComediaMonologo,"Ninos,Familias"
12050468,4x4,NO GRATUITO,"M,X,J,V,S,D",2023-12-14T00:00:00.0,2024-01-14T23:59:00.0,,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=16e9e6b609029810VgnVCM1000001d4a900aRCRD,Fernan Gomez Centro Cultural de la Villa,https://www.wikidata.org/entity/Q56426930,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",plaza de Colon,https://www.wikidata.org/entity/Q970525,4,Salamanca,https://www.wikidata.org/entity/Q1773521,40.4249721516942,-3.689948085098791,ProgramacionDestacadaAgendaCultura,Familias
12111217,6º Congreso Global de Metapoesia: la metapoesia es un genero nuevo,GRATUITO,"L,M,X,J,V,S,D",2023-10-13T00:00:00.0,2023-10-15T23:59:00.0,10:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45000dae9a6da810VgnVCM2000001f4a900aRCRD,Biblioteca Publica Municipal de San Fermin,https://www.wikidata.org/entity/Q111257503,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83e748aaf535e710VgnVCM1000001d4a900aRCRD,"ACCESSIBLE,TACTILE PAVING,MAGNETIC LOOP",AVENIDA SAN FERMIN,,10,Usera,https://www.wikidata.org/entity/Q953368,40.3711623444796,-3.692742821990015,Cultural,Todos
11731709,7º Concurso de relatos Cuarto y Mitad: 'Ojos de Besugo',GRATUITO,"L,M,X,J,V,S,D",2023-08-14T00:00:00.0,2023-10-08T23:59:00.0,,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d98a590d22f1810VgnVCM1000001d4a900aRCRD,Municipal Public Library Mario Vargas Llosa,https://www.wikidata.org/entity/Q63191732,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",calle de Barcelo,https://www.wikidata.org/entity/Q27051120,4,Centro,https://www.wikidata.org/entity/Q1763376,40.426642215368176,-3.699722994908341,ConcursosCertamenes,Todos
12104168,90 Salon de Otono,GRATUITO,"L,M,X,J,V,S,D",2023-10-26T00:00:00.0,2023-11-26T23:59:00.0,,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbc606532e1ba810VgnVCM2000001f4a900aRCRD,Centro Cultural Casa de Vacas,https://www.wikidata.org/entity/Q108328073,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,Paseo de Colombia,https://www.wikidata.org/entity/Q24023155,1,Retiro,https://www.wikidata.org/entity/Q2002296,40.41906024374356,-3.6840615387926956,Exposiciones,Todos
12120130,A cuatro manos,NO GRATUITO,U,2023-10-22T00:00:00.0,2023-10-22T23:59:00.0,11:00,Gratuito con inscripcion previa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2330982035fa810VgnVCM1000001d4a900aRCRD,Matadero Madrid,https://www.wikidata.org/entity/Q4043800,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,ACCESSIBLE,Legazpi,https://www.wikidata.org/entity/Q5547886,8,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.39130985242181,-3.6958028442054074,Cultural,Todos
12110491,A los cuatro vientos,GRATUITO,U,2023-10-27T00:00:00.0,2023-10-27T23:59:00.0,19:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a6ad0a10c5da810VgnVCM1000001d4a900aRCRD,Centro Cultural Lope de Vega (Puente de Vallecas),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE CONCEJO DE TEVERGA,,1,Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,40.386296991431074,-3.671858416387963,TeatroPerformance,Todos
12116006,A mi manera,GRATUITO,U,2023-10-14T00:00:00.0,2023-10-14T23:59:00.0,20:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c320aa10befda810VgnVCM1000001d4a900aRCRD,Centro Cultural El Pozo del tio Raimundo (Puente de Vallecas),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,AVENIDA GLORIETAS,,19,Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,40.37381624358889,-3.6599325731670977,Musica/Flamenco,Todos
12060610,A por el littering,GRATUITO,U,2023-10-26T00:00:00.0,2023-10-26T23:59:00.0,18:00,¿Alguna vez has encontrado determinados tipos de residuos en lugares que no te esperabas? ¿Os habeis fijado cuantos residuos hay por la calle? ¿En el campo? ¿En la playa? ¿Como han llegado alli? A traves de este juego por equipos descubriremos que es el 'littering' y sus consecuencias. Actividad dirigida para ninas y ninos de 6 a 9 anos.  Necesaria inscripcion previa a traves de este enlace a partir de septiembre ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c048a2625bd69810VgnVCM1000001d4a900aRCRD,Biblioteca Publica Municipal - Canillejas,https://www.wikidata.org/entity/Q85697890,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",CALLE SAN ROMAN DEL VALLE,,8,San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,40.420231627534996,-3.6218113860909074,CursosTalleres,Ninos
12060608,A por el littering,GRATUITO,U,2023-10-11T00:00:00.0,2023-10-11T23:59:00.0,18:00,¿Alguna vez has encontrado determinados tipos de residuos en lugares que no te esperabas? ¿Os habeis fijado cuantos residuos hay por la calle? ¿En el campo? ¿En la playa? ¿Como han llegado alli? A traves de este juego por equipos descubriremos que es el 'littering' y sus consecuencias. Actividad dirigida para ninas y ninos de 6 a 9 anos.  Es necesaria inscripcion previa a traves de este enlace a partir del 11 de septiembre ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1447014d86d69810VgnVCM1000001d4a900aRCRD,Biblioteca Publica Municipal - Pio Baroja,https://www.wikidata.org/entity/Q85697953,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=17f879262ef5d010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",CALLE ARGANDA,,12,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.40003652682007,-3.7074488154950584,CursosTalleres,Ninos
12124362,ABBA live in concert,GRATUITO,U,2023-11-25T00:00:00.0,2023-11-25T23:59:00.0,18:30,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0fb0bf720ffa810VgnVCM1000001d4a900aRCRD,Junta Municipal del Distrito de Usera,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38ef0a47f441f010VgnVCM2000000c205a0aRCRD,ACCESSIBLE,avenida de Rafaela Ybarra,https://www.wikidata.org/entity/Q110749248,41,Usera,https://www.wikidata.org/entity/Q953368,40.38241253009179,-3.7107515747822353,Musica,Todos
12050463,Abre el ojo,NO GRATUITO,"M,X,J,V,S,D",2023-10-05T00:00:00.0,2023-10-29T23:59:00.0,,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eeb9e6b609029810VgnVCM1000001d4a900aRCRD,Fernan Gomez Centro Cultural de la Villa,https://www.wikidata.org/entity/Q56426930,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",plaza de Colon,https://www.wikidata.org/entity/Q970525,4,Salamanca,https://www.wikidata.org/entity/Q1773521,40.4249721516942,-3.689948085098791,ProgramacionDestacadaAgendaCultura,Mayores
12113034,Absorbidos por los moviles,GRATUITO,U,2023-10-15T00:00:00.0,2023-10-15T23:59:00.0,12:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b854d3febada810VgnVCM1000001d4a900aRCRD,Centro Cultural Meseta de Orcasitas (Usera),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD,PARTIALLY ACCESSIBLE,PLAZA ASOCIACION,,1,Usera,https://www.wikidata.org/entity/Q953368,40.36968950845358,-3.7081679144829076,TeatroPerformance,Ninos
12105460,Acceso restringido,GRATUITO,U,2023-10-14T00:00:00.0,2023-10-14T23:59:00.0,19:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e47b72f2ebba810VgnVCM2000001f4a900aRCRD,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,CALLE ALIAGA,,5,San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,40.4366557020283,-3.6113517282299217,TeatroPerformance,Ninos
12108298,Actividad familiar 'Se buscan agentes de la T.I.A.',GRATUITO,U,2023-10-06T00:00:00.0,2023-10-06T23:59:00.0,18:30,"Mortadelo y Filemon estan preocupados pues, tras la desaparicion de su mentor, no encuentran agentes lo suficientemente adecuados para su agencia. Es por ello que solicita a la biblioteca posibles aspirantes a la Agencia T.I.A. pues consideran que es el mejor lugar para encontrar agentes con alto nivel de preparacion. La biblioteca, mediante una serie de pruebas de conocimientos y habilidad que realizara por equipos, ayudara a encontrar a los candidatos y candidatas mas adecuadas para la agencia. Los que consigan superar las pruebas, tendran su carne de pertenencia a la T.I.A  Esta actividad esta pensada para ninas y ninos de 8 a 11 anos con su acompanante.  Es necesaria inscripcion previa a traves de este enlace . ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fb73ae750da810VgnVCM1000001d4a900aRCRD,Biblioteca Publica Municipal - Francisco Ibanez,https://www.wikidata.org/entity/Q85697912,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",Calle de Mantuano,https://www.wikidata.org/entity/Q27048291,51,Chamartin,https://www.wikidata.org/entity/Q1766348,40.44810636195716,-3.6762309620097398,ComemoracionesHomenajes,"Ninos,Familias"
12108344,Acto conmemorativo de homenaje a Francisco Ibanez,GRATUITO,U,2023-10-06T00:00:00.0,2023-10-06T23:59:00.0,18:00,"Acto de homenaje al gran Francisco Ibanez, en el que se regalaran ejemplares de sus comics a todos los asistentes.  Para asistir a este acto, es necesaria inscripcion previa a traves de este enlace . ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=df8e73ae750da810VgnVCM1000001d4a900aRCRD,Biblioteca Publica Municipal - Francisco Ibanez,https://www.wikidata.org/entity/Q85697912,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP",Calle de Mantuano,https://www.wikidata.org/entity/Q27048291,51,Chamartin,https://www.wikidata.org/entity/Q1766348,40.44810636195716,-3.6762309620097398,ComemoracionesHomenajes,"Ninos,Familias"
12086145,Acto de cierre del Festival Literario 'Octubre Negro en Madrid',GRATUITO,U,2023-10-07T00:00:00.0,2023-10-07T23:59:00.0,13:00,Celebracion de la media decada de Octubre Negro en Madrid y Cata de vinos a cargo de la marca 'Taninos asesinos' de la mano de Jesus Chicharro. ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=707d6a10fef5a810VgnVCM2000001f4a900aRCRD,Biblioteca Publica Municipal Ivan de Vargas,https://www.wikidata.org/entity/Q2886368,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD,"ACCESSIBLE,MAGNETIC LOOP","Calle de San Justo, Madrid",https://www.wikidata.org/entity/Q32458483,5,Centro,https://www.wikidata.org/entity/Q1763376,40.41410290844665,-3.7098591212735883,Cultural,Todos
12117314,Africa y Espana en la inspiracion teatral,GRATUITO,U,2023-10-27T00:00:00.0,2023-10-27T23:59:00.0,19:00,"SINOPSIS  En junio de 2023 se estreno en la Comunidad de Madrid la obra de teatro 'El agua amarga de la maldicion' escrita y dirigida por Marco Magoa, una obra que habla, a traves de dos personajes; uno africano y el otro europeo, sobre la violencia contra el colectivo LGTBIQ+ por parte de la familia, el exilio fisico y emocional y el conflicto personal entre la busqueda de la paz y el deseo de venganza. En esta conferencia Marco Magoa, dramaturgo, director y actor nos explicara, junto al actor camerunes Alex Usen, como ha sido el proceso creativo de la funcion, de donde surge la idea y nos hablara sobre sus ultimos proyectos teatrales estrenados en Sudan, Irak, Egipto, Marruecos, Mauritania y Espana. Durante la conferencia se proyectaran imagenes y videos del desarrollo de los proyectos en estos paises, y los dos actores interpretaran algunas partes de la obra 'El agua amarga de la maldicion'. Al final de la conferencia habra un dialogo con el publico, abierto a preguntas de los asistentes.  BIOGRAFiAS   Marco Magoa es un dramaturgo, actor y director teatral. En 2007 funda su compania teatro4m. Desde entonces ha dirigido mas de treinta espectaculos en castellano, arabe, ingles e italiano en Espana, Dinamarca, Reino Unido, EEUU, Namibia, Marruecos, Mauritania, Tunez, Egipto, Jordania, Sudan e Irak.  Alex Usen es un joven artista camerunes. Lleva varios anos en Espana desarrollando su trabajo como actor. Ha trabajado en la ultima pelicula de Benito Zambrano que se estrenara proximamente.   Idioma de la conferencia: Castellano.  Duracion: Una hora y cuarto (incluido en encuentro con el publico). ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b37cd56d9fdea810VgnVCM2000001f4a900aRCRD,Centro Cultural Clara del Rey - Museo ABC (Centro),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8afb908d1825810VgnVCM1000001d4a900aRCRD,ACCESSIBLE,calle de Amaniel,https://www.wikidata.org/entity/Q24694982,29,Centro,https://www.wikidata.org/entity/Q1763376,40.42741340671151,-3.7095381101739444,ConferenciasColoquios,Todos
12115686,Aimistica,NO GRATUITO,U,2023-10-10T00:00:00.0,2023-10-10T23:59:00.0,19:30,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efbffad5dafda810VgnVCM1000001d4a900aRCRD,Cineteca Madrid,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD,ACCESSIBLE,Legazpi,https://www.wikidata.org/entity/Q5547886,8,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.39130985242181,-3.6958028442054074,ProgramacionDestacadaAgendaCultura,Todos
12106357,Aires de Oriente,GRATUITO,U,2023-10-14T00:00:00.0,2023-10-14T23:59:00.0,19:00,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e6bd280f6bca810VgnVCM1000001d4a900aRCRD,Centro Cultural Jose Luis Lopez Vazquez (San Blas - Canillejas),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD,PARTIALLY ACCESSIBLE,CALLE FEBRERO,,4,San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,40.446826729909155,-3.5727382893523254,DanzaBaile,Todos
12112925,Akai- Vida en cuatro haikus,NO GRATUITO,U,2023-12-05T00:00:00.0,2023-12-05T23:59:00.0,19:00,"Circo  Miscelanea Circo   Es un montaje se combina la manipulacion de objetos, la danza, la acrobacia en aro aereo y la poesia en forma de haiku. Se expresa la rebelion contra lo impuesto, las etapas de la vida y la vuelta a lo mas primitivo, teniendo como hilo conductor las estaciones. Duracion 1 hora ",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79ab4d3febada810VgnVCM1000001d4a900aRCRD,Centro Cultural el Torito (Moratalaz),,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD,ACCESSIBLE,Avenida de Moratalaz,https://www.wikidata.org/entity/Q104778384,130,Moratalaz,https://www.wikidata.org/entity/Q2076109,40.40609591857167,-3.646536107063507,DanzaBaile,Todos
12062498,Al compas de Dobemol,NO GRATUITO,U,2023-09-21T00:00:00.0,2023-12-19T23:59:00.0,,Matricula: 140 euros /trimestre (mas gastos de gestion). Solo se devolvera el importe de la matricula en caso de que la organizacion cancele la actividad.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fd9b3a602879810VgnVCM1000001d4a900aRCRD,Matadero Madrid,https://www.wikidata.org/entity/Q4043800,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,ACCESSIBLE,Legazpi,https://www.wikidata.org/entity/Q5547886,8,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.39130985242181,-3.6958028442054074,Cultural,Todos
12114950,Al fuego de la literatura: autoras de novela grafica,GRATUITO,U,2023-10-16T00:00:00.0,2023-10-16T23:59:00.0,10:30,Sin informacion,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d86d1b058bda810VgnVCM1000001d4a900aRCRD,Espacio de Igualdad Carme Chacon. Hortaleza,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD,ACCESSIBLE,CALLE MATAPOZUELOS,,2,Hortaleza,https://www.wikidata.org/entity/Q1928529,40.46155641637237,-3.6501714580414126,CursosTalleres,Mujeres
12062653,Alas para sonar y aletas para jugar,NO GRATUITO,U,2023-10-08T00:00:00.0,2023-12-03T23:59:00.0,,Matricula: 25 euros por las 3 sesiones (mas gastos de gestion). Solo se devolvera el importe de la matricula en caso de cancelacion de la actividad.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5dfb3a602879810VgnVCM1000001d4a900aRCRD,Matadero Madrid,https://www.wikidata.org/entity/Q4043800,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,ACCESSIBLE,Legazpi,https://www.wikidata.org/entity/Q5547886,8,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.39130985242181,-3.6958028442054074,Cultural,Todos
