PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
11576332;"Aula de estudio de Manoteras. Sala de estudio (Hortaleza)";"";"De lunes a domingo, de 9 a 14 y de 15 a 21 horas.";"Aforo: 60 plazas Acceso a ordenadores Wifi";"Metro: Manoteras (línea 4)  Bus: 129, 29, 7";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27ada5bf3137e710VgnVCM1000001d4a900aRCRD";"CUEVAS DEL ALMANZORA";"CALLE";"V";"187";"";"";"";"";"MADRID";"MADRID";"28033";"5";"APOSTOL SANTIAGO";"16";"HORTALEZA";"444197";"4480995";"40.477775164880356";"-3.6583397911756297";"626 470 381";"";"";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
11848432;"Centro Cultural Emilia Pardo Bazán (Salamanca)";"";"De lunes a viernes, de 9 a 21 horas, ininterrumpidamente. A partir de octubre, sábados y domingos, de 9 a 21 horas, ininterrrumpidamente. Festivos cerrado.";"Espacio para exposiciones. Sala de trabajo (57 plazas). Horario:    De Lunes a Viernes, de 9 a 21:00 horas     Sábados, domingos y festivos, cerrado  Ludoteca infantil (capacidad 27 personas). Horario:    De lunes a viernes, de 9 a 21:00 horas        Sábados, domingos y festivos, cerrado  Sala de conferencias/auditorio (capacidad 77 personas) Sala polivalente (capacidad 30 personas)";"Metro: Colón (línea 4), Serrano (línea 4)   Bus:  21, 53, 14, 150, 27, 45, 5, 37, C03, 119, 51, 74, 9  Bicimad: Estación 93 (calle Goya 1)  Aparcamiento: Colón (2), Plaza de Colón";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc8d531521b74810VgnVCM1000001d4a900aRCRD";"GOYA";"CALLE";"V";"1";"";"";"";"A (también acceso Bulevar a la altura de Paseo Castellana, 1)";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441502";"4475253";"40.42585800515975";"-3.689601594290468";"913 052 081";"";"ccemiliapardobazan@madrid.es";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
1958;"Centro Cultural San Juan Bautista (Ciudad Lineal)";"";"Lunes a sábado, de 9 a 22 horas. Julio, de lunes a viernes, de 9 a 14 horas. Septiembre, de lunes a viernes, de 9 a 22 horas.";"Sala de exposiciones Sala de lectura y estudio (según disponibilidad aulas) Salón de actos / auditorio (aforo 276) 8 Aulas Zona wifi   Sala de lectura y estudio: Durante el mes de julio, de 10 a 14 horas.";"Metro: Avenida de la Paz (línea 4)  Bus: 53, 11, 70, 122";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD";"SAN NEMESIO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28043";"6";"SAN JUAN BAUTISTA";"15";"CIUDAD LINEAL";"444202";"4478162";"40.45224737965276";"-3.6580402287911937";"914 157 705";"";"ccsanjuanbautista@madrid.es";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
11575320;"Espacio Cultural Núñez de Balboa, 40 (Salamanca)";"";"Horario de atención al público:  De lunes a viernes de 7:45 a 20:45 horas. Sábados de 9:30 a 14 horas y de 16 a 20:45 horas. Domingos de 9:30 a 20:45 horas.  Julio, agosto y septiembre:  De lunes a viernes: horario de apertura al publico 7:45 a 20:45 horas. Sábados y domingos cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.";"4 aulas polivalentes. Salas de estudio (30, 9 y 12 plazas). Servicio Bibliored (consultar información relacionada).";"Metro: Velázquez (línea 4), Serrano (línea 4)  Bus: 1, 9, 19, 21, 51, 53, 74  Bicimad: Estación 87 (calle Ayala, 44)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aab225880cd6e710VgnVCM2000001f4a900aRCRD";"NUÑEZ DE BALBOA";"CALLE";"V";"40";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"442103";"4475356";"40.426826159507435";"-3.6825349481985135";"913 982 399";"";"ccemiliapardobazan@madrid.es";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
12004930;"Sala de Estudio Dolores Catarineu  (Moncloa-Aravaca)";"";"De lunes a domingo, de 9 a 21 horas. (consultad horario especial en días festivos).";"Aforo: 32 personas.";"Bus: 160, 161.";"Zona wifi.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbff57ae976e7810VgnVCM2000001f4a900aRCRD";"CAROLI";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"433467";"4478971";"40.45874611322162";"-3.7847137684669288";"917 401 596";"";"ccjgenoves@madrid.es";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
8637537;"Sala de Estudio del Centro Sociocultural Clara Campoamor (Retiro)";"";"Lunes a viernes de 9 a 21 horas. Sábados, domingos y festivos de 10 a 21 horas.";"Sala Dulce Chacón (1&amp;ordf; planta): 20 puestos (Esta sala no podrá usarse como sala de estudio cuando esté ocupada por cesiones/actividades socioculturales)     Sala de estudio Gloria Fuertes (2&amp;ordf; planta): 24 puestos .  Sala Las Sinsombrero (2&amp;ordf; y 3&amp;ordf; planta): 24 puestos (Esta sala no podrá usarse como sala de estudio cuando esté ocupada por cesiones/actividades socioculturales). Zona wifi";"Metro: Pacífico (línea 1 y 6)  Bus: 24, 37, 54, 57, 141  Bicimad: Estación 178 (calle León Gil de Palacio, 3)  Aparcamiento: Daoíz y Velarde (23), avenida Ciudad de Barcelona ( calle Alberche y calle Téllez)";"Acceso por plaza de Daoíz y Velarde.";"1,4,5";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad345442c6452510VgnVCM2000000c205a0aRCRD";"DAOIZ Y VELARDE";"PLAZA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442527";"4472618";"40.402190438836826";"-3.6772826298329093";"915 886 348";"";"culturetiro@madrid.es";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
4813751;"Sala de estudio Alfonso XII (Fuencarral - El Pardo)";"El foro de la sala es de 18 puestos,  El acceso a los puestos se hará por riguroso orden de llegada. Transcurrido 30 minutos desde el abandono del puesto, de estudio, éste podrá ser ocupado por otra persona. Es recomendable el uso de la mascarilla. Mantener la distancia de seguridad. Está prohibido comer, cambiarse de puesto o mover el mobiliario de la sala. Mantener la ventilación de la sala. Guardar silencio. Atender las indicaciones del personal del Centro Cultural. El incumplimiento de estas normas podrá suponer la denegación de la utilización de la sala.";"De lunes a viernes de 8:30 a 21 horas  Sábados y domingos de 9:30 a 20 horas";"";"";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e7a8917a2058110VgnVCM2000000c205a0aRCRD";"MIRA EL RIO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28048";"1";"EL PARDO";"8";"FUENCARRAL-EL PARDO";"434105";"4485730";"40.519673311658686";"-3.7779055687726535";"913 762 060";"";"";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
4813737;"Sala de estudio Alfredo Kraus (Fuencarral - El Pardo)";"El acceso a los puestos se hará por riguroso orden de llegada. Transcurrido 30 minutos desde el abandono del puesto, de estudio, éste podrá ser ocupado por otra persona. Es recomendable el uso de la mascarilla. Mantener la distancia de seguridad. Está prohibido comer, cambiarse de puesto o mover el mobiliario de la sala. Mantener la ventilación de la sala. Guardar silencio. Atender las indicaciones del personal del Centro Cultural. El incumplimiento de estas normas podrá suponer la denegación de la utilización de la sala.";"De lunes a viernes de 9:30 a 14 y de 16 a 21 horas      Sábados de 9:30 a 13:45 y de 16 a 20:45 h.";"";"";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ec62928b1058110VgnVCM2000000c205a0aRCRD";"PRADERA DE VAQUERIZAS";"GLORIETA";"V";"9";"";"";"";"";"MADRID";"MADRID";"28035";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"438848";"4482487";"40.49082275610172";"-3.7216054330053647";"913 767 085 (Centro Cultural)";"";"";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
8041076;"Sala de estudio Almirante Churruca (Latina)";"";"En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.";"Puestos de lectura: 120.  WIFI.";"Metro de Madrid. Línea 10. Estación: Aviación Española. Autobuses de la EMT. Líneas: 17 y 34. Cercanías RENFE. Línea C 5. Estación: Las Águilas.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ab67c6cd874d410VgnVCM1000000b205a0aRCRD";"FUENTE DEL TIRO";"CALLE";"V";"72";"1.ª";"";"";"";"MADRID";"MADRID";"28024";"7";"LAS AGUILAS";"10";"LATINA";"433786";"4470559";"40.382992678408066";"-3.7800773802118117";"915 090 581 / 917 053 794";"";"";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
4815112;"Sala de estudio Carril del Conde (Hortaleza)";"";"Horario habitual: De lunes a domingos y festivos, de 9 a 22 horas.";"Puestos de lectura: 210 plazas. Wifi.";"Metro: Arturo Soria (línea 4)  Bus: 9, 72, 73";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cdc10e4d44558110VgnVCM1000000b205a0aRCRD";"CARRIL DEL CONDE";"CALLE";"V";"57";"";"";"";"ubicada en el Centro Cultural Carril del Conde";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"444516";"4479119";"40.46088946853693";"-3.654432812836867";"917 161 240";"";"";"/contenido/entidadesYorganismos/SalasEstudioLectura"; 
