ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,URL-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,CLASE-VIAL-INSTALACION,NOMBRE-VIA-INSTALACION,DISTRITO-INSTALACION,DISTRITO-INSTALACION-wikidata,BARRIO-INSTALACION,BARRIO-INSTALACION-wikidata,CODIGO-POSTAL-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,AUDIENCIA
12086620,14.4,20 euros,0,1,"M,X,J,V,S,D",Not informed Value,2024-06-27T00:00:00Z,2024-07-28T23:59:00Z,Not informed Value,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f679e0b2646a810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD,Teatro Español,"1,6",CALLE,PRINCIPE,Centro,https://wikidata.org/entity/Q1763376,Cortes,https://wikidata.org/entity/Q2535637,28012,440597,4474036,40.414828532240946,-3.700164949543688,Not informed Value
12096206,20.000 especies de abejas,Not informed Value,0,0,Not informed Value,Not informed Value,2023-10-20T00:00:00Z,2023-10-20T23:59:00Z,19:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=94dd6b6c66d8a810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=975d6b6c66d8a810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Francisco Fatou (Villa de Vallecas),1,CALLE,MANUEL VELEZ,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,28031,447107,4470075,40.379584618162156,-3.623110349262379,Not informed Value
12110035,20.000 especies de abejas,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-26T00:00:00Z,2023-10-26T23:59:00Z,19:00,"De Estibaliz Urresola Solaguren. Con Sofía Otero, Patricia López Arnaiz, Ane Gabaraín. España 2023. Duración: 129 minutos. No recomendada para menores de 7 años y especialmente recomendada para el fomento de la igualdad de género. Cocó, de ocho años, no encaja en las expectativas del resto y no entiende por qué. Todos a su alrededor insisten en llamarle Aitor pero no se reconoce en ese nombre ni en la mirada de los demás. Su madre Ane, (Patricia López Arnaiz), sumida en una crisis profesional y sentimental, aprovechará las vacaciones para viajar con sus tres hijos a la casa materna, donde reside su madre Lita (Itziar Lazkano) y su tía Lourdes (Ane Gabarain), estrechamente ligada a la cría de abejas y la producción de miel. Este verano que cambiará sus vidas obligará a estas mujeres de tres generaciones muy distintas a enfrentarse a sus dudas y temores.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4759a738045da810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ca8a738045da810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Alberto Sánchez (Puente de Vallecas),1,CALLE,RISCO DE PELOCHE,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Numancia,https://wikidata.org/entity/Q10338144,28038,444360,4471652,40.393619022093546,-3.6556016835101834,Not informed Value
12116406,23 paseos,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-08T00:00:00Z,2023-10-08T23:59:00Z,19:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e631eceda70ea810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13153d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Juan Genovés (Moncloa - Aravaca),1,TRAVESIA,CA&amp;Ntilde;O,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Aravaca,https://wikidata.org/entity/Q3314682,28023,433347,4478963,40.45866721398762,-3.786129575145957,Not informed Value
12096505,24 horas,Not informed Value,0,0,Not informed Value,Not informed Value,2023-11-03T00:00:00Z,2023-11-03T23:59:00Z,19:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a4ba55f80e8a810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=07caa55f80e8a810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Francisco Fatou (Villa de Vallecas),1,CALLE,MANUEL VELEZ,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,28031,447107,4470075,40.379584618162156,-3.623110349262379,Not informed Value
12117024,4 patas tiene un cuento,Not informed Value,1,0,Not informed Value,Not informed Value,2023-10-14T00:00:00Z,2023-10-14T23:59:00Z,18:00,"Paula Sánchez Arévalo  Cuatro cuentos sobre las emociones, a través del teatro, la danza y la música, para reir, pensar y celebrar.     Duración: 50 minutos   Público infantil y familiar",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c825b3a00f0ea810VgnVCM2000001f4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural San Juan Bautista (Ciudad Lineal),1,CALLE,SAN NEMESIO,Ciudad Lineal,https://wikidata.org/entity/Q1763694,San Juan Bautista,https://wikidata.org/entity/Q165609,28043,444202,4478162,40.45224737965276,-3.6580402287911937,"/usuario/Niños,/usuario/Familias"
12050468,4x4,Not informed Value,0,1,"M,X,J,V,S,D",Not informed Value,2023-12-14T00:00:00Z,2024-01-14T23:59:00Z,Not informed Value,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=16e9e6b609029810VgnVCM1000001d4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,"1,6",PLAZA,COLON,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,28001,441472,4475155,40.4249721516942,-3.689948085098791,/usuario/Familias
12106534,55 x 46,Not informed Value,1,1,"L,M,X,J,V,S",Not informed Value,2023-10-04T00:00:00Z,2023-10-26T23:59:00Z,Not informed Value,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=228563d8c9bca810VgnVCM2000001f4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Eduardo Chillida (Moratalaz),1,CALLE,ARROYO BELINCOSO,Moratalaz,https://wikidata.org/entity/Q2076109,Media Legua,https://wikidata.org/entity/Q9031035,28030,444591,4473396,40.40934483353835,-3.653036718771371,Not informed Value
12111217,6º Congreso Global de Metapoesía: la metapoesía es un género nuevo,Not informed Value,1,1,"L,M,X,J,V,S,D",Not informed Value,2023-10-13T00:00:00Z,2023-10-15T23:59:00Z,10:00,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45000dae9a6da810VgnVCM2000001f4a900aRCRD,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83e748aaf535e710VgnVCM1000001d4a900aRCRD,Biblioteca Pública Municipal San Fermín (Usera),"1,5,6",AVENIDA,SAN FERMIN,Usera,https://wikidata.org/entity/Q953368,San Fermín (Madrid),https://wikidata.org/entity/Q71758,28041,441188,4469184,40.3711623444796,-3.692742821990015,Not informed Value
11731709,7º Concurso de relatos Cuarto y Mitad: 'Ojos de Besugo',Not informed Value,1,1,"L,M,X,J,V,S,D",Not informed Value,2023-08-14T00:00:00Z,2023-10-08T23:59:00Z,Not informed Value,Not informed Value,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d98a590d22f1810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9e9af7f171f1810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),"1,6",CALLE,BARCELO,Centro,https://wikidata.org/entity/Q1763376,Justicia,https://wikidata.org/entity/Q1992319,28004,440645,4475347,40.426642215368176,-3.699722994908341,Not informed Value
