name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Putney Arts Theatre,Raven Rd, Putney,,Wandsworth,http://www.putneyartstheatre.org.uk/,100023314898,E09000032,West Putney,E05014030,51.46102652,-0.221703171,523635.89639999997,175060.58860000037
Trafalgar Studios,14 Whitehall, Westminster,,Westminster,http://trafalgarentertainment.com/about-us/trafalgar-studios/,100023336992,E09000033,St James's,E05013806,51.50697186,-0.129113012,529937.1083000004,180329.9531999994
Apollo Victoria,17 Wilton Rd, Pimlico,,Westminster,https://www.theapollovictoria.com/,100023340605,E09000033,Pimlico North,E05013802,51.49628761,-0.144258315,528916.2407999998,179115.09789999947
Her Majesty's Theatre,Haymarket, St. James's,,Westminster,http://www.reallyusefultheatres.co.uk/our-theatres/her-majestys,100023349365,E09000033,St James's,E05013806,51.50863462,-0.133612605,529620.1423000004,180506.88240000047
Streatham Space Project,Sternhold Avenue,,,Lambeth,https://www.streathamspaceproject.co.uk/,100023353203,E09000022,Streatham Hill West & Thornton,E05014114,51.43917354,-0.128474733,530174.0559999999,172791.85089999996
Omnibus Theatre,1 Clapham Common North Side,,,Lambeth,https://omnibus-clapham.org/,100023362765,E09000022,Clapham Town,E05014102,51.46366993,-0.144545405,528988.1908,175487.45099999942
The Mary Wallace Theatre,The Embankment, Twickenham,,Richmond upon Thames,http://www.richmondshakespeare.org.uk/,100023392165,E09000027,Twickenham Riverside,E05013789,51.44699383,-0.327664261,516310.84810000006,173326.75960000046
St Mary's University ,Waldegrave Road, Twickenham,,Richmond upon Thames,NA,100023392499,E09000027,South Twickenham,E05013787,51.43617234,-0.333044849,515964.37200000044,172114.81980000064
Paul Robeson Theatre (The Arts Centre Hounslow),Treaty Centre, High St,,Hounslow,http://www.hounslowartscentre.co.uk/,100023402396,E09000018,Hounslow Central,E05013620,51.46864496,-0.364605576,513690.1275000004,175676.51479999907
Isleworth Public Hall,South Street, Isleworth,,Hounslow,http://www.fusion-lifestyle.com/centres/isleworth-public-hall,100023407252,E09000018,Isleworth,E05013625,51.46928924,-0.327225027,516284.7472000001,175806.80189999938
Watermans Art Centre,40 High St, Brentford,,Hounslow,https://www.watermans.org.uk/,100023407377,E09000018,Brentford East,E05013607,51.48627849,-0.299628859,518157.5499,177740.1679999996
Orange Tree Theatre,1 Clarence St, Richmond,,Richmond upon Thames,https://www.orangetreetheatre.co.uk/,100023410248,E09000027,North Richmond,E05013784,51.46489827,-0.303460207,517946.5993999997,175356.4779000003
Compass Theatre,Glebe Ave, Ickenham,,Hillingdon,http://www.hillingdontheatres.uk/,100023413466,E09000017,Ickenham & South Harefield,E05013573,51.56134887,-0.441442996,508133.78220000025,185869.3191999998
Peacock Theatre,Portugal St,,,Camden,http://peacocktheatre.com/,100023430213,E09000007,Holborn & Covent Garden,E05013662,51.51513727,-0.119599115,530573.9809999997,181254.87109999917
Aldwych Theatre,49 Aldwych,,,Westminster,https://www.nederlander.co.uk/aldwych-theatre,10033615106,E09000033,St James's,E05013806,51.51358639,-0.120469995,530517.9885999998,181080.86009999923
Fortune Theatre,Russell St,,,Westminster,https://www.londontheatredirect.com/venue/52/fortune-theatre.aspx,100023430729,E09000033,St James's,E05013806,51.51375935,-0.122321817,530389.0066999998,181096.79549999908
Duchess Theatre,3-5 Catherine St,,,Westminster,https://www.nimaxtheatres.com/theatres/duchess-theatre/,100023430731,E09000033,St James's,E05013806,51.51270146,-0.121341891,530460.0196000002,180980.90210000053
Adelphi Theatre,Strand, London,,Westminster,http://www.reallyusefultheatres.co.uk/our-theatres/adelphi,100023430793,E09000033,St James's,E05013806,51.5106376,-0.124424545,530252.0113000004,180745.91339999996
Iris Theatre,St Paul's Church, Bedford Street, Covent Garden,Westminster,http://iristheatre.com/,100023431320,E09000033,St James's,E05013806,51.51209234,-0.125333186,530184.8152999999,180906.06670000032
Wyndham's Theatre,Charing Cross Rd,,,Westminster,https://www.delfontmackintosh.co.uk/theatres/wyndhams-theatre/,100023431358,E09000033,St James's,E05013806,51.51156841,-0.129818035,529875.1149000004,180839.8440000005
Garrick Theatre,2 Charing Cross Rd,,,Westminster,https://www.nimaxtheatres.com/theatres/garrick-theatre/,100023431359,E09000033,St James's,E05013806,51.51045553,-0.129388054,529908.1151999999,180716.85309999995
Arts Theatre,6-7 Great Newport St, London,,Westminster,https://artstheatrewestend.co.uk/,100023431531,E09000033,St James's,E05013806,51.51264433,-0.129054132,529925.0601000004,180960.8421
Leicester Square Theatre,6 Leicester Pl,,,Westminster,http://www.leicestersquaretheatre.com/,100023431690,E09000033,St James's,E05013806,51.51185035,-0.131679857,529745.1264000004,180867.8967000004
Duke of York's Theatre,St Martin's Ln,,,Westminster,http://www.atgtickets.com/venues/duke-of-yorks/,100023432454,E09000033,St James's,E05013806,51.51071651,-0.128787118,529949.0713999998,180746.94019999914
London Coliseum ,St Martin's Ln,,,Westminster,https://www.eno.org/,100023432456,E09000033,St James's,E05013806,51.51042255,-0.127877202,530013.0462999996,180715.86610000022
Noel Coward Theatre,85-88 St Martin's Ln,,,Westminster,http://www.noelcowardtheatre.co.uk/,100023432653,E09000033,St James's,E05013806,51.51131046,-0.128820128,529945.0911999997,180812.92950000055
Playhouse theatre,Northumberland Ave,,,Westminster,https://www.playhousetheatrelondon.com/,100023432701,E09000033,St James's,E05013806,51.50747687,-0.125288396,530201.0773999998,180392.90159999952
Prince Edward Theatre,Old Compton St, Soho,,Westminster,http://www.princeedwardtheatre.co.uk/,100023472518,E09000033,West End,E05013808,51.51426411,-0.132532821,529679.0886000004,181134.79900000058
Prince of Wales Theatre,Coventry St,,,Westminster,https://www.delfontmackintosh.co.uk/theatres/prince-of-wales-theatre/,100023472712,E09000033,St James's,E05013806,51.51051045,-0.133377664,529631.1222999999,180715.89250000007
The Sondheim Theatre,51 Shaftesbury Ave, Soho,,Westminster,http://www.queenstheatre.co.uk/,100023472885,E09000033,West End,E05013808,51.51251524,-0.134506592,529547.1009999998,180936.83019999973
Lyric Theatre,29 Shaftesbury Ave, Soho,,Westminster,https://www.nimaxtheatres.com/theatres/lyric-theatre/,100023472887,E09000033,West End,E05013808,51.51178329,-0.135400491,529487.1514999997,180853.8560000006
Cal Cafe,2 Delamere Terrace,,,Westminster,https://canalcafetheatre.com/,100023485550,E09000033,Westbourne,E05013809,51.5216805,-0.186277705,525929.6053999998,181865.73729999922
Brookside Theatre,21A Eastern Rd, Romford,,Havering,http://www.brooksidetheatre.com/,100023516699,E09000016,St Edward's,E05013983,51.57665762,0.183602281,551406.3514999999,188679.98139999993
Trinity Laban / Laban Theatre,Laban Building, 30 Creekside,,Lewisham,https://www.trinitylaban.ac.uk/whats-on/our-venues/laban-theatre,100023569221,E09000023,Deptford,E05013719,51.47906872,-0.021681215,537476.1741000004,177423.2469999995
Sydenham Centre,44a Sydenham Road,,,Lewisham,https://www.lewisham.gov.uk/inmyarea/Pages/venue-detail.aspx?directoryid=5081,100023570375,E09000023,Sydenham,E05013731,51.42641139,-0.053283626,535437.4282999998,171508.9600000009
South London Theatre,The Old Fire Station, 2A Norwood High Street,,Croydon,http://www.southlondontheatre.co.uk/,100023572270,E09000008,South Norwood,E05011485,51.4009191,-0.077179031,533850.6681000004,168630.30460000038
Theatre Royal Haymarket,18 Suffolk St,,,Westminster,http://www.trh.co.uk/,10009003230,E09000033,St James's,E05013806,51.50934257,-0.132848692,529671.1424000002,180586.9592000004
Savoy Theatre,Savoy Court, Strand,,Westminster,http://www.atg.co.uk/venues/london/savoy-theatre/,0 10009003230,E09000033,St James's,E05013806,51.51067863,-0.122476737,530387.051,180753.94109999947
The Albany,Douglas Way,,,Lewisham,https://www.thealbany.org.uk/,100023679663,E09000023,Deptford,E05013719,51.47839273,-0.029025428,536968.2389000002,177334.31680000015
London Theatre Workshop,88 Gracechurch Street Leadenhall Market,,,City of London,http://londontheatreworkshop.co.uk/,200000069827,E09000001,Cornhill,E05009301,51.51334897,-0.085764417,532926.7105999999,181116.8752999995
Harrow Arts Centre,171 Uxbridge road, Hatch End,,Harrow,https://harrowarts.com/,200000319916,E09000015,Hatch End,E05013549,51.60897493,-0.364087228,513377.1310999999,191282.64939999953
Above The Stag Theatre,72 Albert Embankment, Vauxhall,,Wandsworth,http://www.abovethestag.com/,200000453260,E09000032,Nine Elms,E05014015,51.48312519,-0.127382453,530125.0530000003,177681.24990000017
Ovalhouse,52-54 Kennington Oval, London,,Lambeth,http://www.ovalhouse.com/,200000468066,E09000022,Oval,E05014108,51.48427322,-0.118752358,530720.9702000003,177824.27219999954
The Old Vic,The Cut, Lambeth,,Lambeth,https://www.oldvictheatre.com/,200000486294,E09000022,Waterloo & South Bank,E05014118,51.5024496,-0.110626736,531232.9457999999,179860.02669999935
tiol Theatre,Upper Ground, Lambeth,,Lambeth,NA,200000523951,E09000022,Waterloo & South Bank,E05014118,51.50737705,-0.115668338,530868.9370999997,180398.94329999946
Walthamstow Assembly Hall,Town Hall, Forest Rd, Walthamstow,Waltham Forest,http://www.forestvenues.london/venues/walthamstow-assembly-hall-wah17,200001418714,E09000031,Chapel End,E05013884,51.59167049,-0.01509178,537593.9483000003,189957.0524000004
Ye Olde Rose and Crown,53 Hoe Street, Walthamstow,,Waltham Forest,http://www.yeolderoseandcrowntheatrepub.co.uk/,200001421119,E09000031,William Morris,E05013902,51.58748661,-0.021954959,537131.1434000004,189478.88749999925
Victoria Palace,Victoria St, Westminster,,Westminster,http://www.victoriapalacetheatre.co.uk/,200002349882,E09000033,St James's,E05013806,51.49751449,-0.143949372,528934.2236000001,179252.0719000008
Andrew Lloyd Webber Foundation Theatre,Arts Ed, 14 Bath Rd, Chiswick,Hounslow,http://www.reallyusefultheatres.co.uk/our-group/andrew-lloyd-webber,200002818756,E09000018,Chiswick Homefields,E05013610,51.49647058,-0.254003676,521298.1556000002,178948.07330000028
Union Theatre,Old Union Arches, 229 Union St,,Southwark,http://www.uniontheatre.biz/,200003354927,E09000028,Borough & Bankside,E05011095,51.5038606,-0.103379478,531731.8481999999,180029.9375
LSMT,London School of Musical Theatre, 83 Borough Rd,,Southwark,https://www.lsmt.co.uk/,200003356644,E09000028,St George's,E05011114,51.49951306,-0.100289685,531958.8312999997,179552.04990000091
Southwark Playhouse,77-85 Newington Causeway, London,,Southwark,http://southwarkplayhouse.co.uk/,200003374411,E09000028,St George's,E05011114,51.49821019,-0.099781703,531997.8512000004,179408.08530000038
The Calder Bookshop & Theatre,51 The Cut,,,Lambeth,http://calderbookshop.com/,200003375676,E09000022,Waterloo & South Bank,E05014118,51.50354554,-0.108319985,531389.8864000002,179986.0304000005
Shakespeares Globe,21 New Globe Walk,,,Southwark,http://www.shakespearesglobe.com/,200003377200,E09000028,Borough & Bankside,E05011095,51.50862325,-0.098181097,532078.8447000002,180568.90440000035
The Rose Playhouse,56 Park St,,,Southwark,http://www.roseplayhouse.org.uk/,200003377328,E09000028,Borough & Bankside,E05011095,51.50781833,-0.09786911,532102.8213,180479.95979999937
The MCT,Alleyn's School, Townley Road,,Southwark,https://mct.alleyns.org.uk/,200003440977,E09000028,Goose Green,E05011103,51.45529878,-0.083576692,533247.4966000002,174665.66589999944
"The Old Library, Theatre Deli",39 Wells Way,,,Southwark,https://www.theatredeli.co.uk/about-the-old-library,200003453340,E09000028,Faraday,E05011102,51.48312388,-0.087174361,532916.7367000002,177753.2697999999
Greenwood Theatre,55 Weston St,,,Southwark,https://www.kcl.ac.uk/greenwood/index.aspx,200003496919,E09000028,London Bridge & West Bermondsey,E05011104,51.50311795,-0.087504035,532835.7518999996,179976.0189999994
Menier Chocolate Factory,53 Southwark St,,,Southwark,https://www.menierchocolatefactory.com/,200003500280,E09000028,Borough & Bankside,E05011095,51.5051726,-0.096077229,532234.8223000001,180188.9877000004
Chiswick House,Chiswick House and Gardens, Burlington Lane, Chiswick,Hounslow,http://chiswickhouseandgardens.org.uk/,200003971248,E09000018,Chiswick Homefields,E05013610,51.48660867,-0.258922667,520982.80879999977,177843.2751000002
OSO Arts Centre,49 Station Rd,,,Richmond upon Thames,http://www.osoarts.org.uk/,200002811148 ,E09000027,Mortlake & Barnes Common,E05013783,51.47279383,-0.248428132,521748.14190000016,176324.41650000028
The Tramshed,41 Woolwich New Road,,,Greenwich,https://www.tramshed.org/,100023245449,E09000011,Woolwich Arsenal,E05014092,51.489729,0.068609625,543712.1404999997,178781.94079999998
Mountview,120 Peckham Hill Street,,,Southwark,https://www.mountview.org.uk/,10094742520 ,E09000028,Peckham,E05011110,51.47487,-0.069915779,534139.2189999996,176866.90350000001
Applecart Arts,The Passmore Edwards Library,207 Plashet Grove,,Newham,https://applecartarts.com/our_venue.php#the_theatre,10008996260,E09000025,Plashet,E05013921,51.539588,0.045359576,541943.1404999997,184280.89220000058
Hackney Showroom,4 Murrain Road,Kings Crescent Estate,,Hackney,https://www.hackneyshowroom.com/,10008343497,E09000012,Brownswood,E05009367,51.56253,-0.092479079,532318.2026000004,186573.7441000007
Brixton House,385 Coldharbour Lane,Brixton,,Lambeth,https://brixtonhouse.co.uk/,10094957510,E09000022,Brixton Windrush,E05014098,51.461917,-0.11110208,531316.2185000004,175351.91449999996
Theatre Deli,2 Finsbury Avenue,,,City of London,https://www.theatredeli.co.uk/,100022933575,E09000001,Bishopsgate,E05009292,51.519961,-0.08487465,532969.1944000004,181853.7575000003
Immersive LDN (UNIT HQ),1-8 Davies Mews,,,Westminster,https://www.immersivedoctorwho.com/event/doctor-who-time-fracture,100023474930,E09000033,West End,E05013808,51.513235,-0.14819517,528595.2725999998,180992.74860000052
Wildcard Theatre Company,18 Balderton Street,,,Westminster,https://www.wildcardtheatre.co.uk/,100023474860 ,E09000033,West End,E05013808,51.513277,-0.15254592,528293.2758,180989.79020000063
Graeae Theatre Company,138 Kingsland Road,,,Hackney,https://graeae.org/event/,100022990986 ,E09000012,Haggerston,E05009375,51.532797,-0.07683844,533489.1629999997,183295.78109999932
Southwark Park Galleries ,1 Park Approach,Southwark Park,,Southwark,https://southwarkparkgalleries.org/,10000811264 ,E09000028,Rotherhithe,E05011112,51.494147,-0.053931951,535192.1914999997,179039.88859999925
Michael Frayn Theatre ,70 London Road,,,Kingston upon Thames,https://www.michaelfrayntheatre.com/,No UPRN,E09000021,Kingston Town,E05013938,51.41049,-0.29582,518618.0728000002,169318.36419999972
The Hammond Theatre,Hanworth Rd,Hampton,,Richmond upon Thames,https://www.thehammondtheatre.co.uk/,No UPRN,E09000027,Hampton North,E05013779,51.42877,-0.37191,513281.3312999997,171230.84950000048
Stanley Arts,12 South Norwood Hill,South Norwood,,Croydon,https://stanleyarts.org/,100023536211,E09000008,South Norwood,E05011485,51.400257,-0.075329996,533981.2138,168560.05680000037
Oxford House Theatre,87 Derbyshire Street,,,Tower Hamlets,http://www.oxfordhouse.org.uk,6089004,E09000030,St Peter's,E05009331,51.526367,-0.061510951,534571.1484000003,182608.83770000003
Jazzbourne,443 New Cross Road,,,Lewisham,https://www.jazzbourne.com/,100023238425,E09000023,Deptford,E05013719,51.475828,-0.030216617,536893.2038000003,177046.89509999938
RADA,Malet Street,,,Camden,https://www.rada.ac.uk/about-us/venue-hire/bar-and-cafe/,5110590,E09000007,Bloomsbury,E05013653,51.521704,-0.13157747,529724.2396999998,181963.81479999982
RADA Studios,16 Chenies Street,,,Camden,https://www.rada.ac.uk/about-us/venue-hire/rooms/,5087921,E09000007,Bloomsbury,E05013653,51.520667,-0.13258564,529657.2448000005,181846.71419999935
New London Performing Arts Centre,76 St James Lane,Muswell Hill,,Haringey,https://nlpac.co.uk/,10003973500,E09000014,Muswell Hill,E05013594,51.588142,-0.13965084,528976.2308,189337.63069999963
Seven Dials Playhouse ,1A Tower St,London,,Camden,https://www.sevendialsplayhouse.co.uk/,5077305 ,E09000007,Holborn & Covent Garden,E05013662,51.513361,-0.12833025,529973.2482000003,181041.8206999991
PunchDrunk,1 Cartridge Place,Royal Arsel,Woolwich,Greenwich,https://www.punchdrunk.com/,10010229733 ,E09000011,Woolwich Arsenal,E05014092,51.493857,0.070611723,543838.1369000003,179244.90110000037
Immersive LDN (Gatsby's Mansion),56 Davies Street,,,Westminster,https://immersivegatsby.com/event/the-great-gatsby,100023619874 ,E09000033,West End,E05013808,51.513392,-0.14846263,528576.2729000002,181009.73780000024
Bold Elephant ,21 St.George’s Road,Elephant and Castle,,Southwark,https://boldtheatre.com/,200003374921 ,E09000028,St George's,E05011114,51.495296,-0.10269216,531804.2466000002,179078.78639999963
The Big House Theatre Company,151 Englefield Rd,,,Islington,https://thebighouse.uk.com/#!/,5300031052 ,E09000019,Canonbury,E05013701,51.543494,-0.089814048,532558.1700999998,184461.71509999968
The Pen Theatre ,"Unit 22b, Perth Centre",Perth Street,South Bermondsey,Southwark,https://thepentheatre.com/,200003494996,E09000028,Old Kent Road,E05011109,51.483309,-0.054955072,535153.2152000004,177832.8225999996
Golden Goose Theatre ,146 Camberwell New Road,Camberwell,London,Lambeth,www.goldengoosetheatre.co.uk,100023273349,E09000022,Myatt's Fields,E05014107,51.478006,-0.10342414,531803.2330999998,177154.8030999992
Shipwright,The Master Shipwrights House,Watergate Street,Deptford,Lewisham,https://www.theshipwright.co.uk/,100023280441,E09000023,Evelyn,E05013721,51.485378,-0.025354435,537202.1794999996,178117.94209999964
Studio 3 Arts ,Boundary Road,,,Barking and Dagenham,https://www.studio3arts.org.uk/ ,100053573 ,E09000002,Gascoigne,E05014061,51.530484,0.080289716,544394.1272999998,183336.82310000062
Tall Stories Theatre Company,"68 Holloway Road, London N7 8JL",,,Islington,https://www.tallstories.org.uk/,10094610014,E09000019,Highbury,E05013704,51.549148,-0.10740465,531322.1862000003,185058.71160000004
